venue_id,venueName,tag_id,tag,frequency,modelCount,wordCount,models,prompts,extraction_run_id
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8c222d81-3cc5-5530-b78e-8fcdbd86f8cc,cold octopus appetizer,6,3,0,"claude,gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,860df9f4-a156-584b-af81-3fa60a9cac8d,cold seating,6,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,840d38b7-0934-5ade-9c71-78a1ce765268,great dining experience,6,3,3,"gemini,grok,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,cc5f1e86-9e04-562d-bd1c-fd3dbed6f302,red lion scallop,6,3,3,"claude,gemini,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8252616b-cded-550d-9a13-9852dc559275,repeat visits,6,2,0,"gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,b98ebbd7-0a12-5f00-9466-7916a70dec03,steak frites,6,2,2,"grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,87c16afe-236a-58c2-968d-036de661edd7,tasty barbacoa tacos,6,2,0,"gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3e3a8f6f-459b-56c9-b2f7-809141e6bb16,aesthetic focus,5,2,0,"gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,10e7cf90-1c19-5726-9fdd-0d37826ef8cc,architecture,5,2,1,"grok,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,54093fec-8b0e-5ecd-888e-785e0f54204d,beautiful ambiance,5,3,0,"claude,gemini,grok",short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,12adf5b6-84ce-5be4-81bd-cc6675f7fbc2,croquettas,5,2,1,"grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,34f8ab4c-e9f5-5771-b82d-b7666dc6a0e0,dry white wine,5,2,3,"claude,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,a5163e10-69a2-5c8b-ac00-f76a474709b4,food tour spot,5,2,0,"gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,5a2d0d82-8d16-5dbd-b992-45d6d1cd8baa,good artichoke,5,2,0,"gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,271981bd-0024-56fb-93db-c1bc5a930fca,good decor,5,2,0,"gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,dc7ceacb-d3e8-5459-95af-1a97a9b5a830,wine pairing,5,2,2,"gemini,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3857d504-246d-5659-b222-08173d472ce7,artichoke texture,4,1,2,openai,"anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,63ad7a81-51f9-51c7-8ac0-992cab048370,artichokes,4,2,1,"claude,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,1b591623-3fcd-57a7-a974-23dd35cacaba,birthday dinner,4,1,2,openai,"anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,0ebe6875-3bb1-585c-aac1-e18f0bc34b4a,complementary artichoke,4,3,2,"gemini,grok,openai","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8d684f7b-b627-541c-ba5e-30f3e4955e1a,croquettes average,4,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,cc88d34a-9439-5851-9cb7-ad4e11510dd2,croquettes good,4,2,2,"grok,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,1d3c8cb3-8713-5f15-88a0-5a7fcfb04d1d,exceptional service,4,2,2,"gemini,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,fc1c701c-42de-5045-bf40-e24b8bab635b,good for drinks,4,3,0,"claude,gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e69a4a74-b076-550d-9669-150404b431e7,great ambience,4,2,2,"grok,openai","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,37831097-5b03-555f-9c18-31df8ce5dcc0,hard to catch waiter,4,2,4,"grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,6156d725-4414-553f-ae65-651ee2efc8c6,inconsistent flavors,4,2,0,"claude,grok","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,baa6399e-c463-5b24-b4c4-835c75dd4fd8,late lunch,4,2,2,"claude,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,82c9c8b4-b622-5d0c-84e6-a80cd45f6e36,open airy space,4,3,3,"claude,grok,openai",short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ac104c42-8d07-5b56-bded-bf046cf2fb67,pretty pictures,4,2,2,"grok,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3f479a50-6ccf-5129-a949-d6f5ef5b4b60,reservation recommended,4,3,2,"claude,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,9e457f70-29ba-5e5d-ba52-f2565b900198,salsas,4,3,1,"claude,grok,openai",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,7a503a6e-cbd9-5913-b0b3-5c867c1ee632,seafood dishes,4,2,2,"claude,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8ab7adcf-e804-5c57-b08e-514eb386b10b,steak and frites,4,2,0,"claude,gemini","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,5bf26e4e-a25c-513d-81c6-f475d5e997ee,white wine,4,2,0,"gemini,grok",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f2367096-421e-504b-b5bb-a64d708a67da,aesthetics focused,3,1,0,grok,"anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f095d2ad-a31e-5863-8bb4-b1205dc752df,ambience,3,1,1,openai,"anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f28441dd-7387-5586-b5b3-086d10a81a85,attentive server,3,2,0,"gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,532cc21a-b107-5df7-9c4b-71422799d1bd,cudo,3,2,0,"claude,gemini",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,596151b9-5b16-55b3-9e26-9ea71d48cbee,decor,3,2,1,"grok,openai","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,af3fb663-5ed5-5796-9b9b-53f26e6d3aa1,excellent service,3,2,2,"gemini,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,71513415-c53c-5437-8d5b-3d25868e503d,good croquettes,3,2,0,"gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,90336d81-a1b2-5d93-96de-8e027442d0a3,highly recommended,3,2,2,"grok,openai","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,c28488fd-6982-59fc-b4eb-923919fc9534,modern bar,3,2,2,"claude,openai","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,c161f418-3e70-5c19-a0a6-c65f8b43983b,modern decor,3,2,0,"claude,gemini","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,854d7d5b-e8cd-5f02-b413-e4bf7a29b2a9,original details,3,2,0,"gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,74df414d-db54-5c80-9412-48b33e78d578,outdoor tables,3,3,0,"claude,gemini,grok","anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,db67552a-1d3a-5ba4-a123-1c126542d142,savory steak,3,1,0,grok,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ad707ae1-a4ca-5f1b-9ec6-50203289353b,spicy salsa,3,2,2,"gemini,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e204099d-5482-559b-82a5-9719a092010d,tasty cocktails,3,2,0,"gemini,grok","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,a5d69843-d609-54ab-9c67-8d25c555b041,tasty tacos,3,3,2,"gemini,grok,openai","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,6fab11ff-38fa-51ed-b4ab-869bb363ece2,aguachile,2,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ec6a0867-b365-5d73-b940-cfef61ce22df,barbacoa tacos tasty,2,1,3,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,425682e4-f1fe-50f7-b7d4-363eb11cfd7b,beautiful interior,2,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3c7d5983-7f0e-5f15-8192-2a936b0a8c8f,chicaron octopus,2,2,0,"claude,gemini",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,c1ae42ae-7be9-597c-98af-8e7434b20e54,close to hotel,2,2,0,"claude,gemini",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,13c2a534-ec43-5975-a86c-aadae3a78be0,close to hotels,2,1,0,claude,"anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,a162b499-af12-570f-ba09-b848053e8eec,croquettas standout,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e443a9fe-c9b0-5692-b8ff-7b1cf7395c6a,delicious desserts,2,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,b9e8dd83-43c4-59e1-ad1c-26beefa1289c,disliked chicaron octopus,2,2,0,"gemini,grok",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ce15bb67-75b6-5ade-a235-84bf937b6318,empty tables,2,1,2,openai,"anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,97e328f0-0cb0-57f1-be99-1391a696f9da,excellent server,2,2,0,"gemini,grok","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,122e74bd-56dc-55d0-a812-efeb44d0e895,food tour,2,1,2,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,751ff192-cafa-5137-b5fb-c5de36b704bc,good for appetizers,2,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,2fef28fe-5727-5626-8ea5-99676b93caf8,good for birthday celebration,2,1,0,claude,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,6b375dd4-bd02-5300-a4d7-503070e88136,great architecture,2,2,0,"claude,gemini","anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f2e49b33-397d-5eaf-81a9-1a87eb2afeab,great drinks,2,1,0,gemini,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,a35acd8c-3e93-5f1d-a6c5-d0ede1a3e201,great value,2,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ef465889-991d-5fc1-a1f5-42de69e45ed9,highly recommend,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,7bd5b3b9-50d9-59cd-8ca4-e4b3e75c664a,inconsistent food quality,2,2,0,"claude,gemini","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,4efa9735-1d16-57dc-b092-e916d0ee917b,instagram-worthy,2,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3c46a5d2-ce8f-5990-9d73-1ecf5f021cb5,modern interior,2,2,0,"claude,grok","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,23430734-5d20-57ec-aa90-fe1678640855,octopus disliked,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,64d841a2-c17d-5253-8992-e2a6c0087b38,open airy property,2,1,0,grok,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,bbe0bf7b-c932-5311-b803-621dafb8418e,pretty pictures spot,2,2,0,"gemini,grok",minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,843d6ab4-575a-5e74-908f-2b20318b16e0,repeat visit,2,1,2,openai,"anti_hallucination,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,478f1b80-c469-5241-b7b1-90240210f298,reservations available,2,1,0,claude,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ab067e05-8ab9-51c9-9d38-26a7dab94e49,reservations recommended,2,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3e69713f-34d1-5813-a90a-b1da491d71de,satisfying food,2,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,89d0764c-5e70-5e6d-a89b-8c75fa6b0d6b,scallops average,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,efa932b2-7736-5fe8-8b7d-b7e09dea7f3a,special occasions,2,2,0,"claude,gemini","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,1315ccee-a1cd-5b80-88c0-6d6ec1230551,staff recommendations,2,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8742150b-f8a6-5f7b-b6d7-545c6f736a8b,standout croquettas,2,1,0,grok,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,d09bbe05-0aff-50a0-ac0f-c9c5bea4872c,steak and fries,2,1,3,openai,"anti_hallucination,minimal",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,5e89f6a6-2212-53e2-8a6c-f9a59dfc2603,super good chocolate fondant,2,2,0,"gemini,grok",anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,1966b460-f416-5686-9288-e6c99320746d,upstairs seating,2,1,0,claude,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,44f891f5-6377-5f8d-b2ef-9213428c5131,windy seating,2,1,2,openai,"minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3547081e-1222-583a-acc7-ed68fca44bc8,wine pairings,2,2,0,"claude,gemini","minimal,short_phrase",week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,5a1c589f-8c55-56e7-a13d-a0d029265edb,advance reservation,1,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,7b4a21d6-5136-5b9f-996b-42bf38ac0b01,aesthetics over substance,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,0c7b8b48-d92a-50eb-85c0-92f10bd9f5fa,airy space,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,fceb9561-c88d-5c45-9988-9456e55e0cd9,ambiance,1,1,1,openai,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,de8a3164-3e1f-5f71-9079-c2547239ba32,antonio standout,1,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,6331e0e4-69c7-56ef-96ec-539c1bcd97cb,apps and drinks spot,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,05f98914-5a8a-5624-b0b3-cbed2bb0363d,artichoke appetizer,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,048a80ec-56a3-5d20-b06a-abcc899ac4ef,artichoke awful,1,1,0,grok,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ee71c54d-b4b8-51f3-a16b-795ca0c3a600,artichoke dish,1,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ad6cff55-94f4-542c-9d2a-ec94a99ec3e5,artichoke dishes,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e49cf9b4-5b46-5625-a0c5-43681c53648f,artichoke good,1,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,74216114-d650-554e-a063-0339ce78665c,artichoke inedible,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,216a9a94-a8c5-5e07-9643-4fef4caaeb6c,artichoke texture awful,1,1,3,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ad5c48d4-e2a0-5d3d-8cac-e8c7081db3ce,attractive interior design,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ae698b4b-c1ef-5afb-a4ed-53619c676b30,attracts repeat visitors,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3444dddc-4efd-5177-9367-47c703b4cfbf,average dishes,1,1,0,grok,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,b232c2f0-cbf4-5cb9-b36d-9787f3f432e5,average red lion scallop,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8d5bade7-3647-53e4-976d-e36564af5d42,average scallops,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,0d97e7aa-f1c9-52fe-afe4-a70d3ce555c2,bad chicaron octopus,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,cdaffd0f-c315-5e3f-9ccf-e186cd2fc425,balcony overlook,1,1,0,claude,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,d90ac2d2-301d-58f6-8060-3889322ab838,beautiful decor,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,30e1d6a3-0e57-55fe-90ec-b928dc511197,beautiful setting,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,46f8181a-f7a8-5950-bcb7-235b14cb5c85,beautiful space,1,1,2,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,af62d468-a012-55c3-8671-436e66fea347,beautiful venue,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,ddb3a80b-0f74-55e7-a8e3-3f830a9d1ee1,better atmosphere than food,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,fbe839e6-1625-55ac-aaa9-905364d1e157,birthday celebration spot,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f11d32f8-69c5-50ca-a1ff-de0dc196e1e3,book a reservation,1,1,3,openai,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,04d70132-a72e-526f-8f56-f10bb964207c,book reservations,1,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,eff6561f-38ac-5ec4-a977-05d61f503997,carajillo vanilla,1,1,2,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,9015990a-c35b-5a4a-80a7-a47ca8b7a93c,cdmx food tour,1,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,72618803-b239-50da-a816-a0ead1f8a824,cdmx food tour stop,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e119b5c5-c412-588f-a361-50931be93520,celebration spot,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,32257919-b231-5746-9ad3-2239b53f38ff,chicharron octopus,1,1,0,claude,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,0e27d426-b9cf-5925-aa28-c0b0bd6e8943,chicharrón octopus,1,1,2,openai,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,2f7affdb-96d1-5400-b611-de5d50e231f3,chocolate fondant excellent,1,1,3,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,8d5a099c-0206-5d7b-9085-e6a79a744ae3,cold balcony,1,1,0,grok,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,937bb649-673e-5318-9ff4-92049b738c25,cold balcony area,1,1,0,claude,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,3e4021b5-a5b9-527a-8341-43cfd2e5df24,cold seating area,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,2fd3af7e-768e-5569-9106-2f140b4c558b,cold wind,1,1,0,grok,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,68126324-002a-55e9-83fd-904ec68c79f9,complimentary dishes,1,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,a3aaaa3c-c709-5237-8816-4d826ef1ab8e,craft cocktails,1,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,e987e747-c928-55b3-bc5d-3ccabdba436d,crisp white wine,1,1,0,grok,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,06a78f65-fe6f-5036-87c0-56a9dff43d71,date night spot,1,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,b58a66af-a073-5769-a055-6c40287ed493,delicious food,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,236d162b-e580-5813-a42c-8de62e59b0b5,delicious short rib,1,1,0,grok,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f11897fa-10e0-5669-802a-ba8ebc30f22a,delicious tacos,1,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,499ba150-a322-5538-ab10-16c94efc5f4e,desserts,1,1,0,claude,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,1c478da9-96f7-518f-bc40-51aed55086a3,different salsas,1,1,0,gemini,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,0fd94b43-a521-5313-b2cd-f6f4f1997f75,difficult to flag waiter,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,adfc7cf7-ba90-5004-bbc2-6dbd4837d20e,drafty seating,1,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,72cd843e-f7e6-554d-8c58-5fd6ede1826e,empty tables visible,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f917b264-5c88-5809-9f73-4b901a26bf87,fantastic service,1,1,0,gemini,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,4acb4a78-194d-5448-a565-f1ee79200717,favorite in cdmx,1,1,3,openai,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,798d69c0-cbb4-50b5-ae30-43c2cdffc207,favorite spot,1,1,2,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,83d9a35d-482e-5399-bbbb-f25076430aae,flavor perfection,1,1,2,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,4e4455fd-1ab6-5d07-ad24-b9f81b5a418b,flavorless dishes,1,1,2,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,f1890be0-4912-5b3e-8251-4d1198c76a88,fondant dessert excellent,1,1,3,openai,minimal,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,753c2e28-16ef-591a-ba1e-8b6ce3b7ee63,food presentation,1,1,0,gemini,short_phrase,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,92db7e66-073b-56a8-a743-f4e85beabda8,food tour addition,1,1,0,grok,anti_hallucination,week2_run_20251223_191104
2OJkrdRmixt1xqHGJFq5,Blanco Colima,9f95173f-03bc-5d9d-be45-1c525ef71b0d,food tour cdmx,1,1,3,openai,minimal,week2_run_20251223_191104
